sourceQuestionId,questionDatabaseId,questionLinkId,specialty,topic,topicSlug,canonicalEntityId,canonicalEntityLabel,questionHistoricalProvenance,questionHistoricalConfidence,rank,canonicalCardId,cardLinkId,safeCardTitle,deckBranch,noteGuid,cardOrdinal,sourceCardIdHint,cardHistoricalProvenance,cardHistoricalConfidence,recommendationReason,relevanceLabel,mappingError,missingObviousCard,reviewerNotes,reviewerUserId,reviewedAt
OBQ18-157,370ee584-32c4-402d-8692-16d9b8d3fc92,35792621-e12c-410f-abb8-2b6b90732ebc,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,3,674a6a2c-a4b8-46d3-8c10-b66a6a37b1c9,d97630f8-c0b6-4ae9-9e09-3a1a5684a195,What are four (4) osseous anatomical factors that causes patellar instability ? {{c1::Patella alta Trochlear dysplasia…,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,D?+9HH!Klu,0,1659382455945,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ19-184,0dca0a26-b848-418f-a6a9-3e8f16615888,51a28ff5-6da2-49a2-99b8-6d9a81ce7bfb,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,1,10eb1d14-4517-4a95-8563-f5d03a97a9c7,f47095f7-2201-4c2a-8a17-e6737d84efff,What is the normal cutoff for TT-TG distance ? {{c1::<20 mm}},Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,m1##mmoK_8,0,1659382517203,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ19-184,0dca0a26-b848-418f-a6a9-3e8f16615888,51a28ff5-6da2-49a2-99b8-6d9a81ce7bfb,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,2,1d2deaeb-534c-4260-9981-a885a0cf7ec9,4bb8e1ee-78d2-42c8-8c8f-3f49b0a78cd5,A {{c1::Fulkerson-type}} osteotomy transfers the tibial tubercle anterior and medial to rectify patellar instability .,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,i^MepxA[ob,0,1659402797325,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ19-184,0dca0a26-b848-418f-a6a9-3e8f16615888,51a28ff5-6da2-49a2-99b8-6d9a81ce7bfb,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,3,674a6a2c-a4b8-46d3-8c10-b66a6a37b1c9,d97630f8-c0b6-4ae9-9e09-3a1a5684a195,What are four (4) osseous anatomical factors that causes patellar instability ? {{c1::Patella alta Trochlear dysplasia…,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,D?+9HH!Klu,0,1659382455945,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ20-143,a0def500-4964-4380-a340-cfd3c244174b,281e84e4-8022-4c46-aa36-88130d8fb1bd,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,1,10eb1d14-4517-4a95-8563-f5d03a97a9c7,f47095f7-2201-4c2a-8a17-e6737d84efff,What is the normal cutoff for TT-TG distance ? {{c1::<20 mm}},Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,m1##mmoK_8,0,1659382517203,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ20-143,a0def500-4964-4380-a340-cfd3c244174b,281e84e4-8022-4c46-aa36-88130d8fb1bd,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,2,1d2deaeb-534c-4260-9981-a885a0cf7ec9,4bb8e1ee-78d2-42c8-8c8f-3f49b0a78cd5,A {{c1::Fulkerson-type}} osteotomy transfers the tibial tubercle anterior and medial to rectify patellar instability .,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,i^MepxA[ob,0,1659402797325,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ20-143,a0def500-4964-4380-a340-cfd3c244174b,281e84e4-8022-4c46-aa36-88130d8fb1bd,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,3,674a6a2c-a4b8-46d3-8c10-b66a6a37b1c9,d97630f8-c0b6-4ae9-9e09-3a1a5684a195,What are four (4) osseous anatomical factors that causes patellar instability ? {{c1::Patella alta Trochlear dysplasia…,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,D?+9HH!Klu,0,1659382455945,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ20-144,7ded98f9-288b-4210-a933-53fa674f47be,aa8d23b7-49de-4bac-96f1-a3b6ece5b4cb,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,1,10eb1d14-4517-4a95-8563-f5d03a97a9c7,f47095f7-2201-4c2a-8a17-e6737d84efff,What is the normal cutoff for TT-TG distance ? {{c1::<20 mm}},Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,m1##mmoK_8,0,1659382517203,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ20-144,7ded98f9-288b-4210-a933-53fa674f47be,aa8d23b7-49de-4bac-96f1-a3b6ece5b4cb,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,2,1d2deaeb-534c-4260-9981-a885a0cf7ec9,4bb8e1ee-78d2-42c8-8c8f-3f49b0a78cd5,A {{c1::Fulkerson-type}} osteotomy transfers the tibial tubercle anterior and medial to rectify patellar instability .,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,i^MepxA[ob,0,1659402797325,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ20-144,7ded98f9-288b-4210-a933-53fa674f47be,aa8d23b7-49de-4bac-96f1-a3b6ece5b4cb,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,3,674a6a2c-a4b8-46d3-8c10-b66a6a37b1c9,d97630f8-c0b6-4ae9-9e09-3a1a5684a195,What are four (4) osseous anatomical factors that causes patellar instability ? {{c1::Patella alta Trochlear dysplasia…,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,D?+9HH!Klu,0,1659382455945,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ22-31,bb86650c-1583-42c9-ac17-bcfc70f05cc2,1f3f0bca-2e7a-44bc-b32a-ea6b7a185d42,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,1,10eb1d14-4517-4a95-8563-f5d03a97a9c7,f47095f7-2201-4c2a-8a17-e6737d84efff,What is the normal cutoff for TT-TG distance ? {{c1::<20 mm}},Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,m1##mmoK_8,0,1659382517203,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ22-31,bb86650c-1583-42c9-ac17-bcfc70f05cc2,1f3f0bca-2e7a-44bc-b32a-ea6b7a185d42,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,2,1d2deaeb-534c-4260-9981-a885a0cf7ec9,4bb8e1ee-78d2-42c8-8c8f-3f49b0a78cd5,A {{c1::Fulkerson-type}} osteotomy transfers the tibial tubercle anterior and medial to rectify patellar instability .,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,i^MepxA[ob,0,1659402797325,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ22-31,bb86650c-1583-42c9-ac17-bcfc70f05cc2,1f3f0bca-2e7a-44bc-b32a-ea6b7a185d42,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,3,674a6a2c-a4b8-46d3-8c10-b66a6a37b1c9,d97630f8-c0b6-4ae9-9e09-3a1a5684a195,What are four (4) osseous anatomical factors that causes patellar instability ? {{c1::Patella alta Trochlear dysplasia…,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,D?+9HH!Klu,0,1659382455945,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ22-57,1e54bac1-3f60-4d73-98ee-89c13c82d746,52d347b9-e749-4c73-bee2-fa8933b7edeb,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,1,10eb1d14-4517-4a95-8563-f5d03a97a9c7,f47095f7-2201-4c2a-8a17-e6737d84efff,What is the normal cutoff for TT-TG distance ? {{c1::<20 mm}},Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,m1##mmoK_8,0,1659382517203,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ22-57,1e54bac1-3f60-4d73-98ee-89c13c82d746,52d347b9-e749-4c73-bee2-fa8933b7edeb,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,2,1d2deaeb-534c-4260-9981-a885a0cf7ec9,4bb8e1ee-78d2-42c8-8c8f-3f49b0a78cd5,A {{c1::Fulkerson-type}} osteotomy transfers the tibial tubercle anterior and medial to rectify patellar instability .,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,i^MepxA[ob,0,1659402797325,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ22-57,1e54bac1-3f60-4d73-98ee-89c13c82d746,52d347b9-e749-4c73-bee2-fa8933b7edeb,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,3,674a6a2c-a4b8-46d3-8c10-b66a6a37b1c9,d97630f8-c0b6-4ae9-9e09-3a1a5684a195,What are four (4) osseous anatomical factors that causes patellar instability ? {{c1::Patella alta Trochlear dysplasia…,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,D?+9HH!Klu,0,1659382455945,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ23-104,b292e6bf-b768-45f4-8c2d-98f3024a9429,66090f1a-6ea0-4a9b-b577-f78aa19ec0ea,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,1,10eb1d14-4517-4a95-8563-f5d03a97a9c7,f47095f7-2201-4c2a-8a17-e6737d84efff,What is the normal cutoff for TT-TG distance ? {{c1::<20 mm}},Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,m1##mmoK_8,0,1659382517203,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ23-104,b292e6bf-b768-45f4-8c2d-98f3024a9429,66090f1a-6ea0-4a9b-b577-f78aa19ec0ea,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,2,1d2deaeb-534c-4260-9981-a885a0cf7ec9,4bb8e1ee-78d2-42c8-8c8f-3f49b0a78cd5,A {{c1::Fulkerson-type}} osteotomy transfers the tibial tubercle anterior and medial to rectify patellar instability .,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,i^MepxA[ob,0,1659402797325,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ23-104,b292e6bf-b768-45f4-8c2d-98f3024a9429,66090f1a-6ea0-4a9b-b577-f78aa19ec0ea,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,3,674a6a2c-a4b8-46d3-8c10-b66a6a37b1c9,d97630f8-c0b6-4ae9-9e09-3a1a5684a195,What are four (4) osseous anatomical factors that causes patellar instability ? {{c1::Patella alta Trochlear dysplasia…,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,D?+9HH!Klu,0,1659382455945,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ23-51,8e2c7b3a-1743-4a99-b841-b7679964adb6,78e80218-68d4-4414-a837-73b4ae8304f2,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,1,10eb1d14-4517-4a95-8563-f5d03a97a9c7,f47095f7-2201-4c2a-8a17-e6737d84efff,What is the normal cutoff for TT-TG distance ? {{c1::<20 mm}},Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,m1##mmoK_8,0,1659382517203,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ23-51,8e2c7b3a-1743-4a99-b841-b7679964adb6,78e80218-68d4-4414-a837-73b4ae8304f2,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,2,1d2deaeb-534c-4260-9981-a885a0cf7ec9,4bb8e1ee-78d2-42c8-8c8f-3f49b0a78cd5,A {{c1::Fulkerson-type}} osteotomy transfers the tibial tubercle anterior and medial to rectify patellar instability .,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,i^MepxA[ob,0,1659402797325,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ23-51,8e2c7b3a-1743-4a99-b841-b7679964adb6,78e80218-68d4-4414-a837-73b4ae8304f2,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,3,674a6a2c-a4b8-46d3-8c10-b66a6a37b1c9,d97630f8-c0b6-4ae9-9e09-3a1a5684a195,What are four (4) osseous anatomical factors that causes patellar instability ? {{c1::Patella alta Trochlear dysplasia…,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,D?+9HH!Klu,0,1659382455945,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ24-165,5b3157a8-cafd-48d4-b363-528004957955,dd0e950e-59cf-4f60-8eab-468a86c782e2,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,1,10eb1d14-4517-4a95-8563-f5d03a97a9c7,f47095f7-2201-4c2a-8a17-e6737d84efff,What is the normal cutoff for TT-TG distance ? {{c1::<20 mm}},Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,m1##mmoK_8,0,1659382517203,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ24-165,5b3157a8-cafd-48d4-b363-528004957955,dd0e950e-59cf-4f60-8eab-468a86c782e2,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,2,1d2deaeb-534c-4260-9981-a885a0cf7ec9,4bb8e1ee-78d2-42c8-8c8f-3f49b0a78cd5,A {{c1::Fulkerson-type}} osteotomy transfers the tibial tubercle anterior and medial to rectify patellar instability .,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,i^MepxA[ob,0,1659402797325,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ24-165,5b3157a8-cafd-48d4-b363-528004957955,dd0e950e-59cf-4f60-8eab-468a86c782e2,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,3,674a6a2c-a4b8-46d3-8c10-b66a6a37b1c9,d97630f8-c0b6-4ae9-9e09-3a1a5684a195,What are four (4) osseous anatomical factors that causes patellar instability ? {{c1::Patella alta Trochlear dysplasia…,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,D?+9HH!Klu,0,1659382455945,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ24-54,f4cd8d19-fc54-4acc-bdda-2d03414f45a3,fdd9e0de-20b4-44f7-8832-5d3cc97ffd2a,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,1,10eb1d14-4517-4a95-8563-f5d03a97a9c7,f47095f7-2201-4c2a-8a17-e6737d84efff,What is the normal cutoff for TT-TG distance ? {{c1::<20 mm}},Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,m1##mmoK_8,0,1659382517203,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ24-54,f4cd8d19-fc54-4acc-bdda-2d03414f45a3,fdd9e0de-20b4-44f7-8832-5d3cc97ffd2a,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,2,1d2deaeb-534c-4260-9981-a885a0cf7ec9,4bb8e1ee-78d2-42c8-8c8f-3f49b0a78cd5,A {{c1::Fulkerson-type}} osteotomy transfers the tibial tubercle anterior and medial to rectify patellar instability .,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,i^MepxA[ob,0,1659402797325,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ24-54,f4cd8d19-fc54-4acc-bdda-2d03414f45a3,fdd9e0de-20b4-44f7-8832-5d3cc97ffd2a,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,3,674a6a2c-a4b8-46d3-8c10-b66a6a37b1c9,d97630f8-c0b6-4ae9-9e09-3a1a5684a195,What are four (4) osseous anatomical factors that causes patellar instability ? {{c1::Patella alta Trochlear dysplasia…,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,D?+9HH!Klu,0,1659382455945,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
SBQ04PE-22,c5a44a65-0580-4f15-8e6e-13ea7c0428d4,f2d97540-a16a-4647-9afd-b98f1ff96bc0,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,1,10eb1d14-4517-4a95-8563-f5d03a97a9c7,f47095f7-2201-4c2a-8a17-e6737d84efff,What is the normal cutoff for TT-TG distance ? {{c1::<20 mm}},Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,m1##mmoK_8,0,1659382517203,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
SBQ04PE-22,c5a44a65-0580-4f15-8e6e-13ea7c0428d4,f2d97540-a16a-4647-9afd-b98f1ff96bc0,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,2,1d2deaeb-534c-4260-9981-a885a0cf7ec9,4bb8e1ee-78d2-42c8-8c8f-3f49b0a78cd5,A {{c1::Fulkerson-type}} osteotomy transfers the tibial tubercle anterior and medial to rectify patellar instability .,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,i^MepxA[ob,0,1659402797325,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
