deckBranch,canonicalCards,productionEligibleMappedCards,coveragePct
Marty McFlyin's Ortho Deck::3) OrthoBullets::Basic Science::MSK Science::Bone Basic Science::Bone Cells,8,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::General Trauma::Specific Presentations::Head Trauma,8,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::General Trauma::Compartment Syndrome::Hand & Forearm Compartment Syndrome,8,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::General Trauma::Infection::Wound & Hardware Infection,8,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Meniscal Injuries::Meniscal Injury,8,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Foot & Ankle::F&A Trauma::Ankle Sprains::High Ankle Sprain & Syndesmosis Injury,8,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pediatrics::Pediatric Syndromes::Neuromuscular::Myelodysplasia,8,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Hand::Degenerative Conditions::Flexor Tendon Conditions::Trigger Finger,8,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Spine::Spine Degenerative::Cervical Conditions::Rheumatoid Cervical Spondylitis,8,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Recon::Hip Reconstruction::THA Revision Techniques::THA Revision,8,0,0
Marty McFlyin's Ortho Deck::4) Hip and Knee Book::Hip Chapters::THA Complications::Infection,8,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Shoulder & Elbow::Shoulder::Instability::Posterior Shoulder Instability & Dislocation,8,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::02 Spine::02.07 Physical Exam,7,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::03 Shoulder::03.03 Radiology,7,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::03 Shoulder::03.11 Neurovascular Structures,7,0,0
Marty McFlyin's Ortho Deck::2) Pocket Pimped::04 Elbow::04.03 Sports::Distal Biceps,7,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::04 Arm::04.09 Physical Exam,7,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::04 Arm::04.12 Nerves,7,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::09 Leg/Knee::09.04 Trauma,7,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::09 Leg/Knee::09.12 Arteries,7,0,0
Marty McFlyin's Ortho Deck::2) Pocket Pimped::09 Hip::09.03 Sports::Femoroacetabular Impingement (FAI),7,0,0
Marty McFlyin's Ortho Deck::2) Pocket Pimped::14 Pediatrics::14.05 Lower Extremity::Legg-Calve-Perthes,7,0,0
Marty McFlyin's Ortho Deck::2) Pocket Pimped::14 Pediatrics::14.05 Lower Extremity::Leg Length Discrepancy,7,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::07 Pelvis::07.13 Surgical Approaches,7,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::10 Foot/Ankle::10.04 Trauma,7,0,0
Marty McFlyin's Ortho Deck::2) Pocket Pimped::10 Femur::10.02 Trauma::Distal Femur,7,0,0
Marty McFlyin's Ortho Deck::2) Pocket Pimped::06 Hand::06.02 Hand Conditions::Carpal Tunnel Syndrome,7,0,0
Marty McFlyin's Ortho Deck::2) Pocket Pimped::06 Hand::06.02 Hand Conditions::Extensor Tendon Injuries,7,0,0
Marty McFlyin's Ortho Deck::2) Pocket Pimped::13 Foot & Ankle::13.02 Trauma::Talus,7,0,0
Marty McFlyin's Ortho Deck::2) Pocket Pimped::13 Foot & Ankle::13.03 Conditions::Posterior Tibial Tendon Insufficiency (PTTI),7,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Shoulder & Elbow::Shoulder::Shoulder Arthroplasty::Total Shoulder Arthroplasty,7,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pediatrics::Pediatric Syndromes::Connective Tissue::Osteogenesis Imperfecta,7,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Recon::Hip Reconstruction::THA Primary Techniques::THA Stability Techniques,7,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::General Trauma::Evaluation::Open Fractures Management,7,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pediatrics::Pediatric Conditions::Tibial Bowing::Neurofibromatosis,7,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pediatrics::Pediatric Conditions::Leg Conditions::Leg Length Discrepancy (LLD),7,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Upper Extremity::Humerus::Distal Humerus Fractures,7,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Foot & Ankle::F&A Trauma::Tendon Injuries::Achilles Tendon Rupture,7,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pathology::Bone Tumors::Unknown Origin::Ewing's Sarcoma,7,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::General Trauma::Infection::Septic Arthritis,7,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::General Trauma::Infection::Necrotizing Fasciitis,7,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Upper Extremity::Elbow::Capitellum Fractures,7,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Upper Extremity::Forearm::Monteggia Fractures,7,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Spine::Spine Basic & Clinical Science::Anatomy::Lumbar Spine Anatomy,7,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Shoulder & Elbow::Elbow::Instability and Throwing Injuries::Medial Ulnar Collateral Ligament Injury,7,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pathology::Bone Tumors::Chondrogenic Tumors::Chondrosarcoma,7,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pathology::Bone Tumors::Unknown Origin::Giant Cell Tumor,7,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Spine::Spine Basic & Clinical Science::Evaluation::Neck & Upper Extremity Spine Exam,7,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Recon::Hip Reconstruction::Hip Anatomy & Biomechanics::Hip Anatomy,7,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Hand::Hand Introduction::Anatomy::Extensor Tendon Compartments,7,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pathology::Pathology::Introduction::Bone Tumor Staging Systems,7,0,0
Marty McFlyin's Ortho Deck::4) Hip and Knee Book::Knee Chapters::Basic Concepts of TKA::Native Knee Kinematics,7,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Basic Science::Systemic Disease::Thromboembolism::Anticoagulation Medications,7,0,0
Marty McFlyin's Ortho Deck::4) Hip and Knee Book::Knee Chapters::Basic Concepts of TKA::TKA Bone Cuts,7,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::03 Shoulder::03.01 Topographic Anatomy,6,0,0
Marty McFlyin's Ortho Deck::2) Pocket Pimped::04 Elbow::04.02 Trauma::Proximal Ulna,6,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::04 Arm::04.02 Osteology,6,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::04 Arm::04.03 Radiology,6,0,0
Marty McFlyin's Ortho Deck::2) Pocket Pimped::04 Elbow::04.02 Trauma::Proximal Radius,6,0,0
Marty McFlyin's Ortho Deck::2) Pocket Pimped::04 Elbow::04.03 Sports::Epicondylitis,6,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::04 Arm::04.13 Arteries,6,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::09 Leg/Knee::09.08 Physical Exam,6,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::09 Leg/Knee::09.14 Pediatric Disorders,6,0,0
Marty McFlyin's Ortho Deck::2) Pocket Pimped::09 Hip::09.02 Trauma::Intertrochanteric Fractures,6,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::05 Forearm::05.06 Tunnels,6,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::06 Hand::06.02 Osteology,6,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::06 Hand::06.07 Other Structures,6,0,0
Marty McFlyin's Ortho Deck::2) Pocket Pimped::14 Pediatrics::14.02 The Basics::Lower Extremity Alignment,6,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::06 Hand::06.11 Origins and Insertions,6,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::07 Pelvis::07.01 Topographic Anatomy,6,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::07 Pelvis::07.05 Joints,6,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::07 Pelvis::07.07 Physical Exam,6,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::07 Pelvis::07.11 Arteries,6,0,0
Marty McFlyin's Ortho Deck::2) Pocket Pimped::11 Knee::06.02 Trauma::Patella,6,0,0
Marty McFlyin's Ortho Deck::2) Pocket Pimped::11 Knee::06.03 Sports::Discoid Meniscus,6,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::10 Foot/Ankle::10.16 Pediatric Disorders,6,0,0
Marty McFlyin's Ortho Deck::2) Pocket Pimped::06 Hand::06.02 Hand Conditions::Lunate,6,0,0
Marty McFlyin's Ortho Deck::2) Pocket Pimped::13 Foot & Ankle::13.02 Trauma::5th Metatarsal,6,0,0
Marty McFlyin's Ortho Deck::2) Pocket Pimped::13 Foot & Ankle::13.03 Conditions::Hallux Rigidus,6,0,0
Marty McFlyin's Ortho Deck::2) Pocket Pimped::13 Foot & Ankle::13.03 Conditions::Lesser Toes,6,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Lower Extremity::Hip Sports Conditions::Femoroacetabular Impingement,6,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Foot & Ankle::Degenerative Conditions::Hallux Disorders::Hallux Valgus,6,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Foot & Ankle::F&A Trauma::Tendon Injuries::Peroneal Tendon Tears and Instability,6,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Recon::Hip Reconstruction::THA Acute Complications::THA Periprosthetic Fracture,6,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Upper Extremity::Elbow::Elbow Dislocation,6,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Lower Extremity::Proximal Femur::Subtrochanteric Fractures,6,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Upper Extremity::Shoulder::Sternoclavicular Dislocation,6,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Upper Extremity::Shoulder::Distal Clavicle Fracture,6,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Upper Extremity::Humerus::Humeral Shaft Nonunion,6,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pediatrics::Pediatric Syndromes::Dwarfism::Mucopolysaccharidoses,6,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pediatrics::Pediatric Trauma::Infection::Hip Septic Arthritis,6,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Tendon Rupture,6,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Foot & Ankle::Degenerative Conditions::Hallux Disorders::DJD & Hallux Rigidus,6,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Spine::Spine Basic & Clinical Science::Anatomy::Spine Biomechanics,6,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Spine::Spine Basic & Clinical Science::Evaluation::Lower Extremity Spine & Neuro Exam,6,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Hand::Hand Tumors & Lesions::Tested Procedures::Wrist Arthroscopy,6,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Hand::Degenerative Conditions::Wrist Instability & Arthritis::SLAC,6,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Foot & Ankle::F&A Trauma::Ankle Sprains::Ankle Sprain,6,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pediatrics::Pediatric Syndromes::Muscular Dystrophies::Duchenne Muscular Dystrophy,6,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pediatrics::Pediatric Syndromes::Neuromuscular::Spinal Muscular Atrophy,6,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Recon::Hip Reconstruction::Hip Anatomy & Biomechanics::Pelvis Anatomy,6,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Recon::Hip Reconstruction::Adult Hip Conditions::Hip Osteoarthritis,6,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Upper Extremity::Forearm::Distal Radial Ulnar Joint (DRUJ) Injuries,6,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Pelvis Trauma::Pelvis::Sacral Fractures,6,0,0
Marty McFlyin's Ortho Deck::2) Pocket Pimped::01 The Basics::01.04 General Knowledge::Bone Formation,5,0,0
Marty McFlyin's Ortho Deck::2) Pocket Pimped::02 Shoulder Girdle::02.04 Adult Reconstruction::Reverse Shoulder Arthroplasty,5,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::03 Shoulder::03.12 Arteries,5,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::09 Leg/Knee::09.01 Topographic Anatomy,5,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::09 Leg/Knee::09.03 Radiology,5,0,0
Marty McFlyin's Ortho Deck::2) Pocket Pimped::09 Hip::09.02 Trauma::Subtrochanteric Fractures,5,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::05 Forearm::05.13 Arteries,5,0,0
Marty McFlyin's Ortho Deck::2) Pocket Pimped::14 Pediatrics::14.05 Lower Extremity::Transient Synovitis v Septic Arthritis,5,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::10 Foot/Ankle::10.07 Minor Procedures,5,0,0
Marty McFlyin's Ortho Deck::2) Pocket Pimped::11 Knee::06.04 Adult Reconstruction::Unicompartmental Knee Arthroplasty (UKA),5,0,0
Marty McFlyin's Ortho Deck::2) Pocket Pimped::13 Foot & Ankle::13.02 Trauma::Subtalar Dislocations,5,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Lower Extremity::Ankle::Tibial Plafond Fractures,5,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Shoulder & Elbow::Shoulder::Tendon Conditions & Tears::Pectoralis Major Rupture,5,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pediatrics::Pediatric Foot::Planus Deformity::Congenital Vertical Talus,5,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Lower Extremity::Knee::Patella Fracture,5,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Spine::Pediatric Spine::Pediatric Deformity::Congenital Scoliosis,5,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pediatrics::Pediatric Trauma::Abuse & Trauma Evaluation::Pediatric Abuse,5,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pediatrics::Pediatric Conditions::Varus & Valgus Deformities::Adolescent Blount's Disease,5,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pediatrics::Pediatric Syndromes::Cerebral Palsy::Cerebral Palsy - Hip Conditions,5,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pediatrics::Pediatric Syndromes::Connective Tissue::Arthrogryposis,5,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::General Trauma::Specific Presentations::Gun Shot Wounds,5,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Basic Science::MSK Science::Bone Basic Science::Embryology,5,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::General Trauma::Specific Presentations::Morel-Lavallee Lesion,5,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::General Trauma::Compartment Syndrome::Thigh Compartment Syndrome,5,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Upper Extremity::Elbow::Coronoid Fractures,5,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Hand::Hand Trauma::Finger Trauma::Phalanx Dislocation,5,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Spine::Spine Trauma::Spinal Cord Injury::Incomplete Spinal Cord Injuries,5,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pediatrics::Pediatric Syndromes::Dwarfism::Diastrophic Dysplasia,5,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Recon::Hip Reconstruction::Adult Hip Conditions::Hip Osteonecrosis,5,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Shoulder & Elbow::Elbow::Anatomy and Evaluation::Elbow Anatomy & Biomechanics,5,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Foot & Ankle::Degenerative Conditions::Hallux Disorders::Turf Toe,5,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Shoulder & Elbow::Shoulder::Arthritis & Stiffness::Glenohumeral Arthritis,5,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Foot & Ankle::F&A Trauma::Mid & Forefoot Trauma::Lisfranc Injury,5,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Spine::Spine Basic & Clinical Science::Intraoperative::Spinal Cord Monitoring,5,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Shoulder & Elbow::Shoulder::Impingement & Rotator Cuff::Subacromial Impingement,5,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pediatrics::Pediatric Syndromes::Cerebral Palsy::Cerebral Palsy - Gait Disorders,5,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Recon::Hip Reconstruction::Adult Hip Evaluation::Hip Physical Exam - Adult,5,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Recon::Hip Reconstruction::Adult Hip Evaluation::Hip Radiographic Evaluation - Adult,5,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Ligament Injury::PCL Injury,5,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Ligament Injury::LCL Injury of the Knee,5,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pathology::Bone Tumors::Osteogenic Tumors::Osteoid Osteoma,5,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pathology::Bone Tumors::Chondrogenic Tumors::Osteochondroma & Multiple Hereditary Exostosis,5,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Foot & Ankle::F&A Trauma::Mid & Forefoot Trauma::5th Metatarsal Base Fracture,5,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pediatrics::Pediatric Conditions::Varus & Valgus Deformities::Genu Valgum (Knocked Knees),5,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Hand::Hand Introduction::Anatomy::Ligaments of the Fingers,5,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Hand::Hand Introduction::Anatomy::Thumb Motion,5,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Pelvis Trauma::Acetabulum::Hip Dislocation,5,0,0
Marty McFlyin's Ortho Deck::4) Hip and Knee Book::Knee Chapters::Knee Implants::TKA - Revision Designs,5,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pathology::Soft Tissue Tumors::Synovial Tissue::Pigmented Villonodular Synovitis,5,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Basic Science::MSK Science::Biologic Tissues::Articular Cartilage,5,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Shoulder & Elbow::Shoulder::Instability::Multidirectional Shoulder Instability (MDI),5,0,0
Marty McFlyin's Ortho Deck::2) Pocket Pimped::01 The Basics::01.04 General Knowledge::AO/OTA Classification,4,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::01 Basic Science::01.03 Nerves,4,0,0
Marty McFlyin's Ortho Deck::2) Pocket Pimped::01 The Basics::01.04 General Knowledge::Non-Unions,4,0,0
Marty McFlyin's Ortho Deck::2) Pocket Pimped::01 The Basics::01.04 General Knowledge::Cartilage,4,0,0
Marty McFlyin's Ortho Deck::2) Pocket Pimped::02 Shoulder Girdle::02.03 Sports::Proximal Biceps,4,0,0
Marty McFlyin's Ortho Deck::2) Pocket Pimped::02 Shoulder Girdle::02.04 Adult Reconstruction::Shoulder Hemiarthroplasty,4,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::03 Shoulder::03.06 Minor Procedures,4,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::03 Shoulder::03.13 Disorders,4,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::09 Leg/Knee::09.09 Origins and Insertions,4,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::08 Thigh/Hip::08.14 Pediatric Disorders,4,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::08 Thigh/Hip::08.15 Surgical Approaches,4,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::05 Forearm::05.01 Topographic Anatomy,4,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::05 Forearm::05.08 Minor Procedures,4,0,0
Marty McFlyin's Ortho Deck::2) Pocket Pimped::07 Spine::07.02 Trauma::Vertebral Fractures,4,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::06 Hand::06.05 Tendons,4,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::06 Hand::06.16 Pediatric Disorders,4,0,0
Marty McFlyin's Ortho Deck::2) Pocket Pimped::14 Pediatrics::14.03 Upper Extremity::Syndromes and Conditions,4,0,0
Marty McFlyin's Ortho Deck::2) Pocket Pimped::14 Pediatrics::14.04 Spine::Kyphosis,4,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::07 Pelvis::07.12 Disorders,4,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::10 Foot/Ankle::10.01 Topographic Anatomy,4,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::10 Foot/Ankle::10.17 Surgical Approaches,4,0,0
Marty McFlyin's Ortho Deck::2) Pocket Pimped::13 Foot & Ankle::13.03 Conditions::Peroneal Tendons,4,0,0
Marty McFlyin's Ortho Deck::2) Pocket Pimped::13 Foot & Ankle::13.03 Conditions::Freiberg's Disease,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Shoulder & Elbow::Shoulder::Arthritis & Stiffness::Adhesive Capsulitis (Frozen Shoulder),4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::General Trauma::Infection::Osteomyelitis,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Foot & Ankle::Degenerative Conditions::Arthritic Conditions::Ankle Arthritis,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Lower Extremity::Proximal Femur::Intertrochanteric Fractures,4,0,0
"Marty McFlyin's Ortho Deck::3) OrthoBullets::Shoulder & Elbow::Shoulder::Anatomy & Evaluation::Glenohumeral Joint Anatomy,  Stabilizer,  and Biomechanics",4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Shoulder & Elbow::Shoulder::Anatomy & Evaluation::Os Acromiale,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Shoulder & Elbow::Shoulder::Anatomy & Evaluation::Phases of Throwing,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pediatrics::Pediatric Trauma::Tibia & Ankle Trauma::Tibial Shaft Fractures - Pediatric,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pediatrics::Pediatric Trauma::Tibia & Ankle Trauma::Triplane Fractures,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pediatrics::Pediatric Conditions::Tibial Bowing::Anterolateral Bowing & Congenital Pseudoarthrosis of Tibia,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pediatrics::Pediatric Syndromes::Neuromuscular::Charcot-Marie-Tooth Disease,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pediatrics::Pediatric Syndromes::Cerebral Palsy::Cerebral Palsy - General,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Hand::Hand Trauma::Tendon Injuries::Jersey Finger,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Shoulder & Elbow::Shoulder::Arthritis & Stiffness::Avascular Necrosis of the Shoulder,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Basic Science::MSK Science::Bone Basic Science::Bone Matrix,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Basic Science::MSK Science::Bone Basic Science::Bone Circulation,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Basic Science::MSK Science::Bone Basic Science::Endochondral Bone Formation,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Basic Science::MSK Science::Bone Basic Science::Bone Signaling & RANKL,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::General Trauma::Evaluation::Trauma Scoring Systems,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::General Trauma::Specific Presentations::Domestic and Elder Abuse,4,0,0
