deckBranch,canonicalCards,productionEligibleMappedCards,coveragePct
Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::General Trauma::Specific Presentations::Adult Respiratory Distress Syndrome (ARDS),4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::General Trauma::Specific Presentations::Symptomatic Hardware and Implant Removal,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::General Trauma::Compartment Syndrome::Neonatal Forearm Compartment Syndrome,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::General Trauma::Compartment Syndrome::Foot Compartment Syndrome,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Upper Extremity::Shoulder::Scapulothroacic Dissociation,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pathology::Bone Tumors::Reactive Lesions::Unicameral Bone Cysts,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Hand::Hand Trauma::Carpal Trauma::Scaphoid Fracture,4,0,0
"Marty McFlyin's Ortho Deck::3) OrthoBullets::Spine::Spine Infections, Tumors, & Systemic Conditions::Spine Infections::Adult Pyogenic Vertebral Osteomyelitis",4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Basic Science::Systemic Disease::Metabolic Bone Disease::Rickets,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Basic Science::Systemic Disease::Systematic Arthropathies::Juvenile Idiopathic Arthritis,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,4,4,100
Marty McFlyin's Ortho Deck::3) OrthoBullets::Recon::Hip Reconstruction::THA Chronic Complications::THA Pseudotumor (Metal on Metal Reactions),4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Recon::Hip Reconstruction::THA Chronic Complications::THA Aseptic Loosening,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Shoulder & Elbow::Elbow::Anatomy and Evaluation::Elbow Physical Exam,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Foot & Ankle::Degenerative Conditions::Hallux Disorders::Sesamoid Injuries of the Hallux,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pathology::Pathology::Introduction::Radiation Therapy,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Hand::Degenerative Conditions::Wrist Instability & Arthritis::Wrist Arthritis,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Hand::Degenerative Conditions::Wrist Instability & Arthritis::Scapholunate Ligament Injury & DISI,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Shoulder & Elbow::Shoulder::Impingement & Rotator Cuff::Biceps Subluxation,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pediatrics::Pediatric Trauma::Infection::Osteomyelitis - Pediatric,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pathology::Bone Tumors::Osteogenic Tumors::Osteoblastoma,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pathology::Bone Tumors::Chondrogenic Tumors::Enchondromas,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pathology::Bone Tumors::Fibrogenic & Histiocytic::Nonossifying Fibroma,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pathology::Bone Tumors::Tumor-Like Lesions::Fibrous Dysplasia,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Spine::Spine Degenerative::Cervical Conditions::Cervical Adjacent Segment Disease,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pathology::Soft Tissue Tumors::Lipogenic::Liposarcoma,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pediatrics::Pediatric Foot::Cavus Deformities::Cavovarus Foot in Pediatrics & Adults,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Cartilage Lesions::Articular Cartilage Defects of Knee,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Upper Extremity::Forearm::Isolated Ulnar Shaft Fracture,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Upper Extremity::Forearm::Galeazzi Fractures,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Lower Extremity::Hindfoot::Talus Fracture (other than neck),4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Lower Extremity::Hindfoot::Subtalar Dislocations,4,0,0
Marty McFlyin's Ortho Deck::4) Hip and Knee Book::Knee Chapters::Basic Concepts of TKA::Native Knee Alignment,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pathology::Soft Tissue Tumors::Soft Tissue Sarcoma::Soft Tissue Sarcoma,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pathology::Bone Tumors::Metastatic Disease::Metastatic Disease of the Spine,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Basic Science::MSK Science::Fracture Healing & Nonunion::Bone Grafting,4,0,0
Marty McFlyin's Ortho Deck::4) Hip and Knee Book::Knee Chapters::Basic Concepts of TKA::TKA Alignment,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Shoulder & Elbow::Shoulder::Injuries in Throwing Athletes::SLAP Lesion,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Shoulder & Elbow::Shoulder::Neurovascular Disorders::Quadrilateral Space Syndrome,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Shoulder & Elbow::Elbow::Tendon Conditions & Tears::Distal Biceps Avulsion,4,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Shoulder & Elbow::Elbow::Tendon Conditions & Tears::Lateral Epicondylitis (Tennis Elbow),4,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::08 Thigh/Hip::08.06 Minor Procedures,3,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::03 Shoulder::03.15 Surgical Approaches,3,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::04 Arm::04.15 Pediatric Disorders,3,0,0
Marty McFlyin's Ortho Deck::2) Pocket Pimped::09 Hip::09.03 Sports::Coxa Sultans (Snapping Hip),3,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::06 Hand::06.01 Topographic Anatomy,3,0,0
Marty McFlyin's Ortho Deck::2) Pocket Pimped::14 Pediatrics::14.02 The Basics::Cerebral Palsy,3,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::06 Hand::06.09 History,3,0,0
Marty McFlyin's Ortho Deck::2) Pocket Pimped::14 Pediatrics::14.03 Upper Extremity::Little Leaguer's Shoulder,3,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::10 Foot/Ankle::10.08 History,3,0,0
Marty McFlyin's Ortho Deck::2) Pocket Pimped::06 Hand::06.02 Hand Conditions::Trigger Finger,3,0,0
Marty McFlyin's Ortho Deck::2) Pocket Pimped::06 Hand::06.02 Hand Conditions::Carpometacarpal Arthritis,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Lower Extremity::Proximal Femur::Femoral Head Fractures,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Shoulder & Elbow::Elbow::Tendon Conditions & Tears::Triceps Rupture,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Quadriceps Tendon Rupture,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Shoulder & Elbow::Shoulder::Anatomy & Evaluation::Acromioclavicular Joint,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Recon::Hip Reconstruction::THA Postoperative Care::THA Postoperative Inpatient Management,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Basic Science::Clinical Science::Clinical Studies::Statistic Definitions,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Basic Science::MSK Science::Bone Basic Science::Types of Bone,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Basic Science::MSK Science::Bone Basic Science::Bone Marrow,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Basic Science::MSK Science::Bone Basic Science::Intramembranous Bone Formation,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::General Trauma::Specific Presentations::Geriatric Patient Trauma,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Upper Extremity::Shoulder::Flail Chest,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Spine::Spine Basic & Clinical Science::Anatomy::Thoracic Spine Anatomy,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pathology::Soft Tissue Tumors::Other::Epitheliod Sarcoma,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Spine::Spine Trauma::Spinal Cord Injury::Cervical Spine Trauma Evaluation,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pediatrics::Pediatric Syndromes::Connective Tissue::Marfan Syndrome,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pediatrics::Pediatric Syndromes::Chromosomal::Down Syndrome,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Lower Extremity::Hip Sports Conditions::Hip Labral Tear,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Recon::Knee Reconstruction::TKA Chronic Complications::TKA Aseptic Loosening,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Overuse Injuries::Patellar Tendinitis,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellofemoral Joint,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Foot & Ankle::Degenerative Conditions::Lesser Toe Deformities::Synovitis of 2nd MTP,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Foot & Ankle::Degenerative Conditions::Lesser Toe Deformities::Bunionette Deformity,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Foot & Ankle::Degenerative Conditions::Lesser Toe Deformities::Freiberg's Disease,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Spine::Spine Basic & Clinical Science::Anatomy::Spinal Cord Anatomy,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Spine::Spine Basic & Clinical Science::Intraoperative::Blood Loss Management in Spine Surgery,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Hand::Degenerative Conditions::Wrist Instability & Arthritis::SNAC,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Hand::Degenerative Conditions::Wrist Instability & Arthritis::Lunotriquetral Ligament Injury & VISI,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Shoulder & Elbow::Shoulder::Impingement & Rotator Cuff::Calcific Tendonitis,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pediatrics::Pediatric Syndromes::Cerebral Palsy::Cerebral Palsy - Foot Conditions,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Recon::Hip Reconstruction::Hip Anatomy & Biomechanics::Hip Biomechanics,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Recon::Hip Reconstruction::Adult Hip Evaluation::Hip Magnetic Resonance Imaging,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Meniscal Injuries::Discoid Meniscus,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Spine::Spine Degenerative::Cervical Conditions::Cervical Spondylosis,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Spine::Spine Degenerative::Cervical Conditions::Cervical Disc Arthroplasty,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pediatrics::Pediatric Conditions::Rotational Deformities::Metatarsus Adductus,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pediatrics::Pediatric Conditions::Rotational Deformities::Femoral Anteversion,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Cartilage Lesions::Spontaneous Osteonecrosis of the Knee (SONK),3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Recon::Hip Reconstruction::THA Chronic Complications::THA Trunnionosis,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Shoulder & Elbow::Shoulder::Shoulder Arthroplasty::Shoulder Resurfacing,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Shoulder & Elbow::Shoulder::Shoulder Arthroplasty::Shoulder Periprosthetic Fracture,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Hand::Hand Introduction::Anatomy::Flexor Pulley System,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Hand::Hand Introduction::Anatomy::Blood Supply to the Hand,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Hand::Hand Introduction::Anatomy::Wrist Ligaments & Biomechanics,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Hand::Hand Introduction::Anatomy::Motion of the Fingers,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pathology::Pathology::Introduction::Impending Fracture & Prophylactic Fixation,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pathology::Pathology::Introduction::Chemotherapy,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Pelvis Trauma::Pelvis::SI Dislocation & Crescent Fractures,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pathology::Bone Tumors::Hematopoietic::Multiple Myeloma,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pathology::Bone Tumors::Tumor-Like Lesions::Heterotopic Ossification,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Basic Science::MSK Science::Biologic Tissues::Muscle Biology & Physiology,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Basic Science::MSK Science::Molecular Biology::Genetic Pearls,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Basic Science::MSK Science::Material Science::Orthopaedic Implants,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Basic Science::MSK Science::Material Science::Rehab and Prosthetics,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Basic Science::Systemic Disease::Systematic Arthropathies::Psoriatic Arthritis,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Basic Science::Systemic Disease::Thromboembolism::Thromboembolism (PE & DVT) Prophylaxis,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Basic Science::Medications & Toxicity::Medications::Antibiotic Classification & Mechanism,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Shoulder & Elbow::Shoulder::Neurovascular Disorders::Suprascapular Neuropathy,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Shoulder & Elbow::Shoulder::Neurovascular Disorders::Scapular Winging,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Recon::Hip Reconstruction::THA Acute Complications::THA Sciatic Nerve Palsy,3,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Recon::Hip Reconstruction::THA Acute Complications::THA Dislocation,3,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::02 Spine::02.06 History,2,0,0
Marty McFlyin's Ortho Deck::2) Pocket Pimped::02 Shoulder Girdle::02.02 Trauma::Scapula,2,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::02 Spine::02.12 Surgical Approaches,2,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::08 Thigh/Hip::08.07 History,2,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::03 Shoulder::03.07 History,2,0,0
Marty McFlyin's Ortho Deck::2) Pocket Pimped::04 Elbow::04.02 Trauma::Capitellum & Trochlea,2,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::04 Arm::04.01 Topographic Anatomy,2,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::04 Arm::04.07 Minor Procedures,2,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::09 Leg/Knee::09.07 History,2,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::05 Forearm::05.09 History,2,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::05 Forearm::05.15 Pediatric Disorders,2,0,0
Marty McFlyin's Ortho Deck::2) Pocket Pimped::14 Pediatrics::14.02 The Basics::Joint Hypermobility,2,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::06 Hand::06.08 Minor Procedures,2,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::06 Hand::06.14 Arteries,2,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Lower Extremity::Proximal Femur::Femoral Neck Fracture Nonunion,2,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Shoulder & Elbow::Shoulder::Anatomy & Evaluation::Sternoclavicular Joint,2,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Basic Science::MSK Science::Bone Basic Science::Normal Bone Metabolism,2,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Upper Extremity::Humerus::Proximal Humerus Fracture Nonunion and Malunion,2,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Spine::Spine Basic & Clinical Science::Anatomy::Cervical Spine Anatomy,2,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Overuse Injuries::Quadriceps Tendinitis,2,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Foot & Ankle::Degenerative Conditions::Lesser Toe Deformities::Claw Toe,2,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Foot & Ankle::Degenerative Conditions::Lesser Toe Deformities::Hammer Toe,2,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Foot & Ankle::Degenerative Conditions::Lesser Toe Deformities::MTP Dislocations,2,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Spine::Spine Basic & Clinical Science::Anatomy::Intervertebral Disc,2,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pediatrics::Pediatric Syndromes::Cerebral Palsy::Cerebral Palsy - Upper Extremity Conditions,2,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Hand::Degenerative Conditions::Wrist Instability & Arthritis::Carpal Instability Nondissociative (CIND),2,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Shoulder & Elbow::Shoulder::Impingement & Rotator Cuff::Subcoracoid Impingement,2,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pediatrics::Pediatric Syndromes::Muscular Dystrophies::Facioscapulohumeral Muscular Dystrophy,2,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pathology::Bone Tumors::Reactive Lesions::Aneurysmal Bone Cyst,2,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Meniscal Injuries::Meniscal Cysts,2,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pediatrics::Pediatric Conditions::Tibial Bowing::Fibular Deficiency (Anteromedial Bowing),2,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Cartilage Lesions::Osteonecrosis of the Knee,2,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Upper Extremity::Forearm::Radioulnar Synostosis,2,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Shoulder & Elbow::Shoulder::Shoulder Arthroplasty::Shoulder Hemiarthroplasty,2,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Shoulder & Elbow::Shoulder::Shoulder Arthroplasty::Shoulder Prosthetic Joint Infection,2,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Shoulder & Elbow::Shoulder::Shoulder Arthroplasty::Shoulder Arthrodesis,2,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pathology::Pathology::Introduction::Biopsy Principles,2,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pathology::Bone Tumors::Tumor-Like Lesions::Paget's Disease,2,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pathology::Soft Tissue Tumors::Synovial Tissue::Synovial Chondromatosis,2,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Basic Science::MSK Science::Molecular Biology::Inheritance Patterns of Orthopaedic Syndromes,2,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Basic Science::Systemic Disease::Thromboembolism::Sickle Cell Anemia,2,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Basic Science::Medications & Toxicity::Medications::Bisphosphonates,2,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Basic Science::Systemic Disease::Neurologic Conditions::Complex Regional Pain Syndrome,2,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Basic Science::Medications & Toxicity::Pain Management::Anti-Inflammatory Medications,2,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Basic Science::Medications & Toxicity::Pain Management::Opiates & Analgesic Medications,2,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Shoulder & Elbow::Shoulder::Injuries in Throwing Athletes::Internal Impingement,2,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Shoulder & Elbow::Shoulder::Injuries in Throwing Athletes::Glenohumeral Internal Rotation Deficit (GIRD),2,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Shoulder & Elbow::Elbow::Arthritis and Stiffness::Elbow Stiffness and Contracture,2,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Shoulder & Elbow::Elbow::Elbow Arthroplasty::Total Elbow Arthroplasty,2,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Recon::Hip Reconstruction::Non-THA Treatment Options::Hip Resurfacing,2,0,0
Marty McFlyin's Ortho Deck::2) Pocket Pimped::01 The Basics::01.04 General Knowledge::Closed Fractures,1,0,0
Marty McFlyin's Ortho Deck::2) Pocket Pimped::02 Shoulder Girdle::02.02 Trauma::Acromioclavicular (AC) Joint,1,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::03 Shoulder::03.14 Pediatric Disorders,1,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::04 Arm::04.08 History,1,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::09 Leg/Knee::09.06 Minor Procedures,1,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::06 Hand::06.17 Surgical Approaches,1,0,0
Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::07 Pelvis::07.06 History,1,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Meniscal Injuries::Meniscus,1,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Shoulder & Elbow::Shoulder::Anatomy & Evaluation::Scapulothoracic Joint,1,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::General Trauma::Evaluation::Gustilo Classification,1,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::General Trauma::Evaluation::Tscherne Classification,1,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pediatrics::Pediatric Syndromes::Other::Gaucher Disease,1,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Foot & Ankle::Degenerative Conditions::Lesser Toe Deformities::Mallet Toe,1,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Shoulder & Elbow::Shoulder::Impingement & Rotator Cuff::Biceps Tendonitis,1,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Spine::Spine Degenerative::Cervical Conditions::Ossification Posterior Longitudinal Ligament,1,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Recon::Hip Reconstruction::THA Chronic Complications::THA Iliopsoas Impingement,1,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Pelvis Trauma::Pelvis::Ilium Fractures,1,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pathology::Soft Tissue Tumors::Fibrogenic::Extra-abdominal Desmoid Tumor,1,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Pathology::Soft Tissue Tumors::Lipogenic::Lipomas,1,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Basic Science::MSK Science::Fracture Healing & Nonunion::Bone Growth Factors,1,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Basic Science::MSK Science::Fracture Healing & Nonunion::Bone Remodeling,1,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Basic Science::MSK Science::Fracture Healing & Nonunion::Fracture Healing,1,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Basic Science::MSK Science::Molecular Biology::Molecular Biology Basics,1,0,0
Marty McFlyin's Ortho Deck::5) AAOS Res Study::Sports Medicine,1,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Basic Science::Medications & Toxicity::Pain Management::General and Regional Anesthesia in Orthopaedics,1,0,0
Marty McFlyin's Ortho Deck::3) OrthoBullets::Recon::Recon Science::Arthroplasty Wear & Failure::TKA Polyethylene Wear & Manufacturing,1,0,0
